,Unnamed: 0,name,description,SDG Goal,five Ps,Unnamed: 0.1,company id,active,finder_url,tag_line,tags,corona_description,homepage,founded,company stage,had_exit,exit_type,exit_date,exit_quarter,exit_half,exit_amount,exit_acquired_by_or_stock_exchange,exit_acquired_by_or_stock_exchange_key,exit_by_country,employees,product_stage,business_model,closing_date,closing_reason,products,alternative_names,former_names,abroad_countries,geographical_markets,registrar_id,total_funding,total_equity_funding,Unnamed: 33
144,144,MAZU,"MAZU offers a set of products created to help prevent children from drowning. The company intends to bring its products primarily to East Asia.
 MAZU was established in Israel in 2015 and receives full support and mentoring from an Israeli accelerator for social entrepreneurs.",14,People,144,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgLe7nYYKDA,0,https://finder.startupnationcentral.org/company_page/mazu,Preventing Children from Drowning,"children, emerging-markets, safety, sdg, socialtech",,,2015-09-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Alpha,"b2c,b2g",2020-03-01 00:00:00,ceased_to_operate,,,,,"India, East Asia",,,,
457,457,Yofix Probiotics,"Yofix Probiotics develops and manufactures white-label vegan and soy-free fermented plant-based prebiotic and probiotic foods, based on a blend of cereals, nuts, and seeds. The first released products are plant-based yogurt alternatives and yogurt-alternative drinks, to be followed by desserts, frozen yogurts, and an ice cream base.",2,People,457,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwKT0op8KDA,1,https://finder.startupnationcentral.org/company_page/yofix-probiotics,Plant-based Yogurt Alternatives,"clean-environment, dairy-substitutes, diet, fermentation, food-industry, food-ingredients, foodtech, functional-food, lactose-intolerants, natural-active-ingredients, natural-health, novel-ingredients, probiotics, sdg, vegans, vegetarians",,http://www.yofix.co.il/,2014-03-01 00:00:00,A,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2c",,,Yofix,yofix,,,"USA, Russia, Canada, Europe, Switzerland, Israel, Worldwide",515053064,4632800.0,4500000.0,
476,476,Yoocan Technologies,"Yoocan Technologies offers a global collaborative community and technology hub created for and by people with disabilities and their families to share experiences and knowledge. With Yoocan, a person with disabilities or the parent of a child with disabilities can share stories and tips; easily explore and find activities, products, services, and innovations; and connect with others to make their lives easier and better.
Yoocan is also an assistive technology hub, providing early-stage funding and support for start-ups in the disability-focused ecosystem, with more than 900 organizations, thousands of users from more than 100 countries, and hundreds of partners.",10,People,476,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwMe83soKDA,1,https://finder.startupnationcentral.org/company_page/yooocan,Collaborative Community for and by People with Disabilities,"assistive-devices, autism, community, disabilities, ecommerce, marketplace, patient-engagement, sdg, sharing, social-platform, web-platform",,https://yoocanfind.com/,2015-01-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b2c,b2c",,,,yoocan Technologies Inc.,,,Worldwide,515378313,1620000.0,1620000.0,
348,348,Maagan Filtration,"Maagan Filtration was established by Kibbutz Maagan Michael for the purpose of developing an innovative industrial water filter with automatic self-cleaning for fine filtration in the range of 1 to 10 microns.

Maagan Filtrations Sheaf Filter combines the two major filtration methods, physical filtration and depth filtration, to achieve filtration down to 1 micron. The companys technology directs contaminated water flow lengthwise along the threads rather than crosswise in order to achieve operational efficiency, energy reduction, and minimal environmental impact.

The companys Fiber Disc Filter presents an implementation of thread-filtration technology. Its design is based on the flow of contaminated water through a series of threads wound around a trapeze-shaped base. Groups of the bases are combined to form a round disc, with the desired filtration capacity achieved by mounting a series of fiber discs on the central collecting pipe.

Maagan Filtration is owned by Maagan Michael Holdings Ltd.",6,People,348,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoIDzx8kJDA,1,https://finder.startupnationcentral.org/company_page/maagan-filtration,Industrial Water Filters,"agriculture, agtech, aquaculture, cleantech, desalination, equipment, farming-facilities, filters, filtration-and-purification, food-and-beverage, municipalities, sdg, water, water-systems, water-treatment, water-utilities",,http://www.maaganfiltration.com,2013-10-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2g",,,"Fiber Disc Filter,Sheaf Filter,Multi Fiber Filter",,,,"Worldwide, India",510588593,,,
411,411,GreenBin,"GreenBin is an IoT company that focuses on smart management systems for urban waste bins. The company provides low-powered sensors that collect data on waste disposal while also monitoring bin capacity. 
GreenBin offers clients a variety of analytic services based on the collected data, including finding the most efficient routes for waste collection and predicting patterns of waste disposal.
GreenBin also offers a truck fleet service and employee management system.",13,Prosperity,411,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoOml6dMJDA,0,https://finder.startupnationcentral.org/company_page/greenbin,Smart Management System for Urban Waste Bins,"clean-environment, cleantech, energy-saving, environmental-quality, fleet-management, municipalities, sdg, smart-city, waste-management, waste-tech",,,2017-11-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Beta,"b2b,b2g",2020-02-01 00:00:00,ceased_to_operate,,Green Bin,,,"Europe, USA, China, Israel",515883395,,,
125,125,EST - Ecological Systems & Treatment,"EST - Ecological Systems & Treatment has developed a patented waste treatment solutionutilizinghigh-temperature plasma technology to treatchemical organic waste (gaseous, liquid, or slurry), including halogenated waste and halogen acids. 

ESTs technology converts the materials into a mix of nonhazardous gaseous products and usable byproducts. The process occurs on-site at the clients premises, and disposes of liquid, slurry, and gaseous wastes as they are being produced, eliminating the need to transport or store waste products.",9,People,125,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgL6stc0LDA,1,https://finder.startupnationcentral.org/company_page/est,Organic Chemical Pollution Elimination,"chemicals, clean-environment, cleantech, environmental-quality, industrial-applications, manufacturing-facilities, organic-waste, pharma-companies, pollution, recycling, sdg, waste-management, waste-water",,http://www.est-systems.com/,2004-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,"CWTS,GWTS","EST,E.S.T Environmental Ssystems & Treatments,E.S.T.",,Italy,Worldwide,513501809,,,
146,146,EpiTech MAG,"Epitech MAG develops a noninvasive medical device and method for the treatment of dry eye syndrome. The company's noninvasive ocular neurostimulation therapy is designed to treat the entire ocular surface and tear film by enabling zero-contact, affordable, easily adopted procedures for long-lasting relief from dry eye symptoms. 

Epitech's proprietary technology is based on repetitive magnetic stimulation, which uses targeted magnetic fields to stimulate the peripheral branches of the trigeminal nerve, resulting in the reinforcement of the ocular surface's structural integrity.",3,People,146,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgLmbjNMKDA,1,https://finder.startupnationcentral.org/company_page/epitech-mag,Noninvasive Magnetic Therapy for Dry Eye Disease,"eye-diseases, healthcare-providers, medical-devices, non-invasive, ophthalmology, sdg",,http://epitechmag.com/,2015-03-01 00:00:00,A,0,,,,,,,,,2020-10-01 00:00:00,Clinical Trial,b2b,,,,,,,Worldwide,515224574,2050000.0,2050000.0,
193,193,E.P.C.,"E.P.C. is a provider of onsite wastewater treatment plants. Its systems serve commercial, public, and residential needs with products based on a proprietary process for air-positive biological reduction.

The companys two main products are the Bio-Robi, designed for individual homes, and the BioDisk, intended for clusters of residences and small villages. The Bio-Robi is an environmentally friendly wastewater solution that converts domestic sewage into clean, odorless effluent for reuse in irrigation or other applications.

E.P.C. is also developing complementary sewage-handling products.
",6,People,193,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6VqpsIDA,1,https://finder.startupnationcentral.org/company_page/epc,Onsite Wastewater Recycling Technologies ,"agriculture, agtech, biological-treatment, cleantech, commercial-sites, irrigation-and-water-management, residential-sites, sdg, sewage, waste-water, water, water-recycling, water-treatment",,https://www.epc-tec.com/?lang=en,1992-03-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2g",,,"SFT,Bio-Disk,Bio-Robi,GreenFloat DAF","EPC,Environmental Protection Company,T.L. Environmental Protection Company",,,Worldwide,511663569,,,
338,338,Memorush,"Memorush is developing solutions designed to make long-term learning fun through the use of games.

The companys first solution assists with the memorization aspect of learning in order to help schools make courses easier for their students. Memorush is also developing an SDK that integrates easily into any existing game.",4,People,338,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgPGkyoYJDA,1,https://finder.startupnationcentral.org/company_page/memorush,Long-term Learning Through Games,"adhd, e-learning, edtech, game-developers, games, language, schools, sdg, self-learning, serious-games",,http://www.memorush.com,2014-03-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2c,,,,,,,Worldwide,,,,
184,184,RevAmp Technologies,"RevAmp Technologies develops a fuel-free generator that produces electricity by cooling its surrounding air. A single RevAmp generator can supply the energy demands of an average household, with virtually no operating costs.",7,Prosperity,184,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6OiZwJDA,0,https://finder.startupnationcentral.org/company_page/RevAmp-Technologies,Producing Electricity by Cooling the Environment,"cleantech, cooling, eco-friendly, electricity, energy, generator, power-systems, renewable-energy, residential-sites, sdg",,,2013-08-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,R&D,"b2b,b2g",2018-06-01 00:00:00,ceased_to_operate,,"FFG Design,Fuel Free Gen,FFG",,,,,16500.0,16500.0,
209,209,Taranis,"Taranis offers a precision intelligence platform for agriculture. Its solution enables farmers to monitor their fields, make informed decisions, and take appropriate action, helping them to increase their yields and cut costs.

The company applies deep learning to proprietary data sets, including submillimeter aerial imagery, field sensors, satellite imagery, weather forecasts, and data from its field-scouting app to predict and prevent crop disease and pest-based losses.",2,People,209,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6ZsecJDA,1,https://finder.startupnationcentral.org/company_page/taranis,Complex Imagery Platform for Predictive Crop Monitoring,"agtech, alert-system, artificial-intelligence, big-data-analytics, crop-emergence, crops, dss, farm-management, farmers, image-processing, insurance-companies, mobile-applications, precision-agriculture, risk-management, satellite-imagery, sdg, smart-farming, software-applications, weather-forecast",,http://www.taranis.ag,2014-05-01 00:00:00,B,0,,,,,,,,,51-200,Released,b2b,,,Taranis,"taranis visual,A. A. A. Taranis Visual",,"Argentina,Brazil,Paraguay,United States,Ukraine,Russia","Argentina, USA, Russia, Ukraine, Australia, Brazil",515077774,29550000.0,29550000.0,
423,423,Greener Israel,"Greener Israel is developing Connect, a smart bin for waste management in public spaces. Its system is based on solar energy and includes a wireless internet network and sensors for collecting and analyzing data on pedestrian traffic, noise, air pollution, lighting, and more. In addition, the system can send targeted messages to the public in the systems area, including emergency alerts and marketing messages. 

The system also includes a sensor that measures the amount of garbage in the bin and reports to a control center when the bin is ready to be emptied. The sensor collects data on the number and timing of pickups; measures efficiency; and calculates statistics, analyzes load hours, reports the location of the bin in real time, and optimizes its location relative to the environment. The smart bin is sealed and secured for weather resistance and to prevent odors and penetration by pests and animals. 

Greener Israel is collaborating with Bigbelly, a world-renowned platform for building smart cities and transforming the world of waste management.",7,Prosperity,423,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoPWr0KILDA,1,https://finder.startupnationcentral.org/company_page/greener-israel,Smart Bin for Waste Management,"alert-system, cleantech, iot, messaging, recycling, renewable-energy, sdg, sensors, smart-city, solar-energy, waste-management",,http://www.greenerisrael.com/,2015-01-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,R&D,b2b,,,Connect,,,,"Australia, USA, Japan, UK, Israel",,,,
400,400,Zero Egg,"Zero Egg has developed a nutritious plant-based liquid egg that tastes, looks, and functions like a real egg and can be used as an egg substitute in any recipe, including omelets, baked goods, mayonnaise, sauces, and more. Zero Egg has a high nutritional value and no cholesterol.

Zero Egg is a portfolio company of The Kitchen FoodTech Hub.

In 2019 Zero Egg won the Foodtech Innovation Competition held at Calcalits FoodTech conference.",2,People,400,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoNWalbwIDA,1,https://finder.startupnationcentral.org/company_page/zeroegg,Plant-based Egg Substitute,"agtech, alternative-protein, foodtech, plant-protein, sdg, vegans, vegetarians",,https://zeroeggfood.com/,2018-08-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,"ZeroEgg,Zero-Egg",,,"Americas, Europe, UK, Israel",515897536,1500000.0,1500000.0,
83,83,Tyto Care,"Tyto Care aims to transform primary care by putting health in the hands of consumers. The company seamlessly connects people to clinicians to provide optimal home examination and diagnosis solutions.

Tyto Care offers a remote examination tool and telehealth platform that enables a complete examination of the heart, lungs, skin, throat, and ears, including temperature readings, anywhere and anytime. The companys mission is to provide easy, affordable, and high-quality telehealth visits, complete with medical exams, all from the comfort of the patients home.

Tyto Care has three telehealth products: TytoHome for consumers, TytoPro for professionals, and TytoClinic for remote point-of-care locations. All of the companys solutions are designed to replicate a face-to-face clinician visit and include a handheld modular examination tool for examining the heart, lungs, skin, throat, ears and body temperature; a complete telehealth platform for sharing exam data, conducting live video exams, and scheduling visits; a cloud-based data repository with analytics; and built-in guidance technology and machine learning algorithms to ensure accuracy and ease of use.

The Tyto platform also allows for simple integration with EHR systems and other telehealth platforms.",3,People,83,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ7Kkv0IDA,1,https://finder.startupnationcentral.org/company_page/tyto-care,Remote Examination and Consultation with a Physician,"artificial-intelligence, big-data, clinics, cloud-based, coronavirus, data-analytics, diagnostics, digital-healthcare, emerging-markets, healthcare-providers, home-care, hospitals, insurance-companies, machine-learning, medical-devices, mhealth, monitoring, online-retailers, patients, remote-monitoring, retailers, sdg, telehealth, telemedi","Tyto Care's solution enables remote medical exams of the lungs, heart, throat and ears, among others, allowing healthcare organizations to protect providers and avoid exposure. It also enables families to receive care without entering medical facilities, preventing the spread of the virus.",http://www.tytocare.com,2012-06-01 00:00:00,C+,0,,,,,,,,,51-200,Released,"b2b,b2b2c,b2c",,,"TytoClinic,TytoPro,TytoHome","Tytocare,Tito",Eon Medical,United States,"Worldwide, USA",514545888,104500000.0,104500000.0,
478,478,Agrematch,"Agrematch develops a computational platform that enables a continuous supply of novel crop protection products for use against the continuously changing threats to crop production. The company's artificial-intelligence algorithm analyzes enormous amounts of data, matching known compounds with unmet agricultural needs.
Agrematch's platform efficiently optimizes numerous physical, biochemical, and commercial parameters critical to the successful development of feasible products. The computational process is complemented by a streamlined, focused validation and development process on actual plants.",2,People,478,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwMufw_4KDA,1,https://finder.startupnationcentral.org/company_page/agrematch,Computational Platform for Crop Protection Products,"agrochemicals, agtech, artificial-intelligence, big-data-analytics, bioinformatics, crops, machine-learning, plant-protection, sdg",,https://www.agrematch.com,2017-03-01 00:00:00,Seed,0,,,,,,,,,1950-11-01 00:00:00,Released,b2b,,,agresense,Agrimatch,,,Worldwide,515635514,1800000.0,1250000.0,
426,426,LipoGreen,"LipoGreen provides soil rehabilitation services using a technology that enables environmental conservation. The company's technology treats polluted soil without having to move it to an external site.
The company has developed two soil treatments based on its technology. The first is the physical treatment, and its goal is to physically wash pollutants (oils) from the ground. LipoGreen's washing solution causes the hydrocarbon compounds in the soil to turn into liquid. After rinsing, the mixture, which includes the organic substances emitted from the soil, is taken for gravitational separation by decanting"" (separation of fat from the liquid mixture). The second treatment is biological and accelerates the decomposition of hydrocarbons in the soil.""",2,People,426,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoPnVh4sLDA,1,https://finder.startupnationcentral.org/company_page/lipogreen,Contaminated Soil Treatment,"agtech, clean-environment, cleantech, environmental-control, environmental-quality, industrial-technologies, nanotechnology, sdg, soil-treatment",,https://lipogreen.co.il,2012-12-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,Lipo Green,,,,514846252,,,
152,152,ChroniSense Medical,"ChroniSense Medical develops medical-grade wearable devices that monitor vital signs and other health factors, allowing patients and healthcare professionals to manage chronic disease without interfering with the patients everyday activities. The companys sensors measure medical data, including blood oxygen, ECG, blood pressure, cardiac output, and vascular resistance, and communicate that data to caregivers in real time.

ChroniSenses proprietary optical sensors measure at the blood-rich radial artery and, along with an ultra-sensitive electrical sensor, serve as a source for high-quality multiparametric data. The companys patent-pending technologies employ innovative biophysical models, resulting in highly accurate medical-grade measurements.

Information is continuously transmitted to ChroniSenses certified service center, allowing 24/7 monitoring and intervention if needed. Relevant output is then transmitted to authorized third parties in real time. ChroniSense provides physicians with an important tool for assisting in disease management and optimizing clinical outcomes.",3,People,152,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgMWh558KDA,1,https://finder.startupnationcentral.org/company_page/chronisense-medical,Wearable Devices for Chronic Disease Management,"asthma, blood-pressure, chronic-patients, diabetes, digital-healthcare, doctors, health-management, heart-failure, hospitals, parkinson, patent-pending, personalization, physiological-parameters, remote-monitoring, sdg, seniors, sleep-disorders, vital-signs, wearable",,http://chronisense.com/,2015-01-01 00:00:00,Seed,0,,,,,,,,,1950-11-01 00:00:00,Clinical Trial,"b2b2c,b2c",,,Polso,"Chroni Sense Medical,Chroni-Sense Medical",,,Worldwide,515183259,,,
359,359,New Delek,"New Delek has developed ways to recover energy from organic materials and replace conventional fossil fuels. The project focuses on the production of organic waste-based biofuel that will power existing cars, such as byproducts of the timber industry and biomaterials treated with the microorganisms. 
New Delek's objective is to reduce the cost of biofuel to the competitive level of conventional fossil fuels.",7,Prosperity,359,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoJX2ioUKDA,1,https://finder.startupnationcentral.org/company_page/new-delek,Production of Biofuel for Automobiles,"alternative-fuels, automotive, biofuel, biomaterials, cleantech, energy, green-energy, organic-waste, renewable-energy, sdg, smart-mobility, waste-tech",,http://www.newdelek.com,2017-05-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,R&D,"b2b,b2b2c",,,,NewDelek,,,Israel,515750933,,,
493,493,Timeless Food Technologies,"Timeless Food Technologies is developing a disposable plastic container with mechanical properties to facilitate the safe vacuum packing of fragile, baked food items, especially flat foods such as pizza and pastries, offering a long shelf life without freezing.",2,People,493,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwOXov9kJDA,1,https://finder.startupnationcentral.org/company_page/timeless-food-technologies,Vacuum Packaging for Prolonged Storage,"disposable, food-and-beverage, foodtech, materials, packaging-and-containers, plastics, polymers, postharvest, sdg",,,2012-02-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,Timeless Food,,,Israel,514738327,150000.0,150000.0,
235,235,TIPA-Corp,"TIPA-Corp develops and produces fully compostable flexible packaging that delivers the durability, functionality, transparency, and sealability of conventional plastic. TIPAs films will biodegrade into soil nutrients within 180 days of disposal inside a compost system.

TIPA-Corp was named a Technology Pioneer by the World Economic Forum in 2019 and received the Transformational Solution Award in the category of waste, water, and land at the 2019 Transformational Business Awards.",13,People,235,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6u2_gKDA,1,https://finder.startupnationcentral.org/company_page/tipa,Compostable Flexible Packaging,"biodegradable, biotechnology, cleantech, clothing, compost, fashion, flexible-packaging, food-and-beverage, food-industry, foodtech, materials, packaging-and-containers, plastics, polymers, recycling, retailers, sdg",,http://www.tipa-corp.com/,2010-03-01 00:00:00,B,0,,,,,,,,,1950-11-01 00:00:00,Released,"b2b,b2b2c",,,,"TIPA Corp,TIPA Corp,TIPA,TIPAcorp",,,"The Netherlands, USA, UK, Israel, Europe, Australia",514420660,48500000.0,48500000.0,
58,58,Anglebase,"Anglebase has developed a container for detached substrate cultivation and a system designed to control irrigation and fertilization based on each plants specific needs.

With the Anglebase system, a feeding funnel leads drippings directly to the plants roots, enabling fertilization and the introduction of organic and other materials straight to the area of consumption while eliminating evaporation and germination of herbs.

The funnel is compatible with all types of organic crops and can be used on plantations, orchards, shrubs, vineyards, and for vegetable cultivation. The systems unique containers make it possible to grow plants without processing the soil.

Anglebase also has developed a vertical carousel for plant irrigation that allows an area of land to produce more than three times its normal yield. The carousel connects to a computer that measures the weight of each plant basket and then waters them according to their specific needs.
",2,People,58,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ6fg8IKDA,1,https://finder.startupnationcentral.org/company_page/anglebase,Soilless Culture Containers and Irrigation Funnels,"agriculture, agtech, cleantech, crops, equipment, fertigation, greenhouses, irrigation, irrigation-and-water-management, novel-farming-systems, sdg, soilless-agriculture, water",,http://www.anglebase.co.il,2006-03-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,"ANGLE-BASE,Angle base",,,Worldwide,513804872,,,
471,471,NFTMA,NFTMA developed a platform to automate the planning process of infrastructure contractors.,9,Prosperity,471,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwLzHu5gLDA,1,https://finder.startupnationcentral.org/company_page/nftma,Infrastructure Planning Automation,"automation, cleantech, construction, hvac, industrial-technologies, infrastructure, sdg",,http://nftma.co.il,2015-01-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,Molham Software,,,,,,,
74,74,Click2Speak,"Click2Speak is a social good start-up offering an on-screen keyboard solution designed for people with motor disabilities who cannot use a standard keyboard, providing them with easy access to Windows-based PCs and tablets.

Click2Speak has been awarded grants from the Israeli Innovation Authority and from Google.org, the charitable arm of Google, for its past achievements and future development.",10,People,74,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ6vo7ALDA,1,https://finder.startupnationcentral.org/company_page/click2speak,On-screen Keyboard Solution for People with Disabilities,"accessibility, assistive-devices, communications, digital-healthcare, disabilities, eye-tracking, keyboards, multilingual, sdg, special-needs, speech",,http://www.click2speak.net,2016-05-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Beta,"b2b,b2c",,,,,,,"Europe, North America",515399459,780000.0,,
370,370,Fluence,"Fluence provides fast-to-deploy decentralized and packaged water and wastewater treatment solutions. The company offers an integrated range of services across the complete water cycle, from early-stage evaluation, design, and delivery to ongoing support and optimization of water-related assets.

Fluence's solutions include an energy-efficient technology that can help reduce expenses, packaged and pre-engineered decentralized treatment solutions for quick deployment, tailored financing packages to finance water and wastewater treatment plants, construction and operation of water assets under build-operate-transfer, operating and financing leases, and reuse as a service.

Fluence was formed in 2017 following the consolidation of independent water treatment solution providers Emefcy and RWL Water, which acquired the Israeli company Nirosoft in 2010.
Fluence is listed on the Australian Securities Exchange.",6,People,370,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoKjsmpEKDA,1,https://finder.startupnationcentral.org/company_page/fluence-corporation,Decentralized Water and Wastewater Solutions,"cleantech, desalination, industrial-water, municipal-water, municipalities, oil-and-gas-companies, production-and-processing-systems, sdg, waste-to-energy, waste-water, water, water-recycling, water-treatment, water-utilities",,https://www.fluencecorp.com/,2017-07-01 00:00:00,Public,0,,,,,,,,,201-500,Released,"b2b,b2g",,,"MABR,SUBRE,Aspiral,ECOBOX,NIROBOX","Fluence Corporation,fluens,fluense,fluence","RWL Water,Savcor,Emefcy","Brazil,United States,United States,China,United Arab Emirates,Argentina,Australia,China,Egypt,Italy","China, Worldwide, Europe, Peru, North America, South America",511469512,,,
397,397,Aerodrome,"Aerodrome is developing unmanned aerial systems for security and agriculture. Its multispectral sensor technologies are designed to gather valuable information from agricultural fields, detect anomalies, and optimize farms' work plans. 

The Aerodrome system utilizes multispectral and red-green-blue crop analysis, and LiDAR for pre-project analysis. It gathers data for project planning, irrigation systems, drainages, inclines and dust piles, and volume measurement and provides ongoing maintenance by continuously collecting data to improve yields over time.",2,People,397,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoNHxtLQJDA,1,https://finder.startupnationcentral.org/company_page/aerodrome,Drone Technology for Agriculture and Homeland Security,"agriculture, agtech, border-security, control-systems, drones, emergency-response, farmers, first-responders, government, homeland-security, irrigation, lidar, monitoring, multispectral-imaging, municipalities, operations-optimization, optronics, pest-management, precision-agriculture, remote-sensing, sdg, security, sensors, smart-farming,",,https://www.aerodrome-ops.com,2014-02-01 00:00:00,Revenue Financed,0,,,,,,,,,1950-11-01 00:00:00,Released,"b2b,b2g",,,"Quattro,Sonic",Aerodrome UAS Solutions,,,"Brazil, India, Argentina, Israel",515132512,,,
352,352,UBQ Materials,"UBQ Materials has developed a waste-conversion technology for producing sustainable, biobased materials as a substitute for conventional oil-based plastics.

The companys closed-loop process effectively reduces residual household waste, including food waste and organics as well as other typically unrecycled materials such as plastics, into many of its more basic natural components. These natural components reconstitute themselves and bind together at a near-molecular level to form a new homogeneous composite with thermoplastic properties.

This new UBQ Material can be used as a substitute for conventional plastics within existing manufacturing systems without additional adaptation costs.",9,Prosperity,352,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoIn9jN0JDA,1,https://finder.startupnationcentral.org/company_page/ubq-materials-ltd,Waste-conversion Technology to Replace Oil-based Plastics,"carbon-footprint-reducing, clean-environment, industrial-applications, manufacturing-facilities, materials, municipalities, organic-waste, plastics, sdg, sustainable, waste-disposal, waste-management, waste-tech",,https://www.ubqmaterials.com,2012-06-01 00:00:00,A,0,,,,,,,,,1950-11-01 00:00:00,R&D,"b2b,b2g",,,UBQ Material,U.B.Q Materials,,,"China, Worldwide",514791086,27000000.0,27000000.0,
280,280,Lnet,"LNET focuses on developing synchronous and asynchronous learning technologies, computerized content for students, teacher instructions, and digital learning books.

LNET is divided into 4 divisions. Wyzer, developed in collaboration with the Israeli Ministry of Education, is an online school platform enabling one-on-one student-teacher sessions. MOOC specializes in courses delivered in a self-learning format designed for large numbers of people, using multimedia and online tasks. Online Courses for both students and teachers are based on remote learning and take place using synchronous and asynchronous timeframes. LMS is an advanced technological platform for the remote management of learning processes, including display of content, tasks, and follow-up on student performance.",4,People,280,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN7KrvUJDA,1,https://finder.startupnationcentral.org/company_page/lnet,Digital Learning Content and Technologies,"curriculum-platforms, digital-media, e-books, e-learning, edtech, edutainment, games, k-12, lms, quarantine, schools, sdg, smart-class, special-needs, student-assessment, students, teachers, tutoring, virtual-classroom, web-platform",,http://lnet.co.il/,2000-04-01 00:00:00,Revenue Financed,0,,,,,,,,,1950-11-01 00:00:00,Released,"b2b,b2c,b2g",,,"WYZER,MOOC,LMS","LNET learning technologies,L-NET,EL Net,L NET",,,Israel,512934886,,,
350,350,Solav Energy,"Solav Energy has designed and developed an all polymer-based recyclable solar water heater (SWH).

The companys technology has overcome the main challenges of existing water heating systems: corrosion and calcium deposits that degrade performance and require periodic maintenance. In addition, the Solav system has no glass parts, which are vulnerable to breakage during transportation, installation, and severe weather.

The Solav water heating system addresses the need of communities in developing countries for an affordable, easy-to-install, maintenance-free, sustainable solution for water heating.

Solav Energy was established as a partnership between Kibutz Lahav and Kibutz Dvir. The Solav SWH fully complies with the ISO 9001 standard.",7,Prosperity,350,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoIP9_MYJDA,1,https://finder.startupnationcentral.org/company_page/solav-energy,Solar Water Heating System ,"cleantech, emerging-markets, energy-efficiency, energy-saving, polymers, renewable-energy, sdg, solar-energy, water-heating",,https://www.solavenergy.com/,2011-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2c",,,Solav,"Solav - Dolav Solar Energy,SolavEnergy,Solav Solar Energy",,,"South Africa, Guatemala, Uganda, South America, India, Africa, Central America, Mexico",570054700,,,
