Link,Company,About,Location,Website,tags,line,,,,,
https://finder.startupnationcentral.org/company_page/driivz,Driivz,"Driivz empowers major service providers that aspire to take a significant role in the e-mobility landscape with a market-leading, end-to-end EV charging and smart energy management software platform.
Driivz enables key industry players to manage and monetize EV charging networks while providing drivers with an exceptional EV charging experience.
Driivz's scalable, intelligent and integrated solution consists of a variety of modules: Operations Management, Energy Management, Billing Management and Driver Self-service Tools. They can be used as individual modules or as a single, unified, open platform that integrates with existing infrastructure.
Customers include global industry players such as: Ennet Corporation, Centrica, Gilbarco, Evgo, ESB, ElaadNL, MOL Group, CEZ, Sonol and COPEC.
",ISRAEL,http://driivz.com/,"smart-mobility,cleantech,billing,energy-saving,actionable-insights,management-solutions,electric-vehicles,renewable-energy,charging-stations,software-applications,energy,clean-air,cloud-based,environmental-quality,smart-city,automotive,electric-utilities,municipalities,oil-and-gas-companies,",Electric Vehicle Charging and Energy Management Solution,,,,,
https://finder.startupnationcentral.org/company_page/continuity-software,Continuity Software,"Continuity Software develops solutions to prevent outages and data-loss incidents across hybrid IT infrastructure. Continuity Software helps its customers proactively detect risks to IT resilience in modern hybrid IT environments, covering on-premises data centers and private and public clouds.
The company reduces unplanned infrastructure outages by an average of 80% by addressing configuration errors before they turn into costly service incidents that negatively affect business. Continuity Software's solutions are designed to protect mission-critical data residing in vulnerable storage systems against cyber attacks, prevent data loss, and ensure data recoverability from ransomware attacks.
Continuity Software assists many organizations including six US banks.
",ISRAEL,https://www.continuitysoftware.com/,"data-management,enterprise-solutions,disaster-recovery,data-storage,database-high-availability,cyber-security,cloud-storage,it,risk-management,cyber-legal-and-regulatory,finance,cloud,saas,cyber-insurance,business-continuity,financial-institutions,insurance-companies,banks,airlines,service-providers,",Data-loss and Cyber-risk Prevention for Hybrid IT Infrastructure,,,,,
https://finder.startupnationcentral.org/company_page/rideon,RideOn,"RideOn specializes in augmented reality (AR) for outdoor activities. Weaving digital information into the real world, from product ideation to full-scale manufacturing and delivery, RideOn creates products for the connected, active lifestyle.
The company's AR ski goggles intended for skiers and snowboarders combine inertial sensors, GPS, and an HD video camera. The users navigate a floating user interface using only their line of sight, allowing for a hands-free experience.
RideOn is also developing an AR helmet.
",ISRAEL,https://www.rideonvision.com/new/,"augmented-reality,location-based,gps,consumer-goods,iot,communications,optronics,virtual-reality,consumer-electronics,virtualization,glasses,sports,wearable,",AR Technologies for Outdoor Sports and Activities,,,,,
https://finder.startupnationcentral.org/company_page/tradency,Tradency,"Tradency develops products and advanced services that create new market trends and business opportunities for financial institutions. Tradency created a comprehensive trading platform based on the trade-by-knowledge model, in which traders automate their trading and base their decisions on the actions of proven expert strategies.
The company's Mirror Trader product offers traders a comprehensive workspace with a variety of tools, features, and personalized options. Tradency's RoboX is a smart trading machine that enables the end user to trade packages of the best trading strategies according to pre-defined rules.
",ISRAEL,http://www.tradency.com,"trading,algo-trading,web-platform,trading-and-investing,investments,fintech,robo-advising,hedging,forex,investors,traders,brokers,financial-institutions,private-investors,",Automatic Trading Based on Mirroring,,,,,
https://finder.startupnationcentral.org/company_page/shadow-technologies,Shadow Technologies,"Shadow Technologies is the creator of Shadow.com, a platform for users to express their views, votes, and opinions on any subject. Its search engine collects and summarizes what people have to say about any topic, product, or person based on information taken from news sites, review sites, and social networks.
Shadow.com gives users the insight they need to help them make decisions quickly. It can also help businesses promote themselves for free and better engage with their users through its DiscussIt solution.

",ISRAEL,http://shadow.com/,"recommendations,social-networks,content-sharing,social-platform,content-management,user-engagement,opinion-sharing,sharing,crowdsourcing,user-experience,search-engine,reviews,",Summarizing Reviews on Any Subject,,,,,
https://finder.startupnationcentral.org/company_page/lawgeex,LawGeex,"LawGeex is an AI-powered contract review platform that enables businesses to automatically review and approve contracts. LawGeex enables legal teams to expedite review turnaround, ensure legal compliance, and increase overall operational efficiency based on the general counsel's pre-defined checklist.
LawGeex combines machine-learning algorithms, text analytics, and the knowledge of expert lawyers to deliver in-depth contract reviews that highlight any unusual, problematic, or missing clauses. It also provides statistical benchmarks that simplify the decision-making process for standard and non-standard contracts company wide.
The company was named a cool vendor in ""Cool Vendors in AI for Legal Affairs, 2017"" by the Gartner Research Group.
",ISRAEL,https://www.lawgeex.com,"text-analytics,contracts,enterprise-solutions,artificial-intelligence,legaltech,saas,natural-language-processing,analytics,machine-learning,contract-review,enterprise-software,business-processes,insurance-companies,pharma-companies,banks,automotive,service-providers,",AI-powered Contract Review Automation,,,,,
https://finder.startupnationcentral.org/company_page/brightmerge-israel,Brightmerge,"Brightmerge is developing a performance optimization platform for renewable energy microgrid systems, which are smaller scale local electricity networks designed to replace traditional national grids.
Brightmerge’s user-friendly data-gathering interface utilizes an AI optimization engine to achieve the maximum economic potential of microgrids, which are efficient, offer a secure energy supply, and allow for faster adoption of clean energy.
",ISRAEL,http://www.brightmerge.com,"performance,big-data,energytech,renewable-energy,artificial-intelligence,decision-making,solar-energy,wind-power,smart-grid,machine-learning,saas,microgrid,automation,cleantech,commercial-sites,military,emerging-markets,municipalities,",Optimization Platform for Renewable Energy Microgrid Systems,,,,,
https://finder.startupnationcentral.org/company_page/memed-diagnostic,MeMed Diagnostics,"MeMed Diagnostics has developed and validated an immune-based protein signature called MeMed BV for distinguishing between bacterial and viral infections, a powerful tool in the fight against resistant strains of bacteria.
An ELISA format of MeMed BV called ImmunoXpert is cleared for use in the EU (CE-IVD), Switzerland, and Israel and is currently in pilot distribution in these areas.
MeMed is also developing MeMed Key, a platform that paves the way for measuring multiple proteins and signatures, both conventional and innovative, with central lab precision at the point of care. MeMed Key will measure MeMed BV within minutes.
The company is now developing another test for early detection of viruses (including coronavirus) and predicting deterioration in the patient's situation.
",ISRAEL,http://www.me-med.com,"bacteria,digital-healthcare,decision-making,blood-test,medical-devices,inflammatory-diseases,coronavirus,machine-learning,immunology,early-detection,infectious-disease,personalized-medicine,artificial-intelligence,bioinformatics,diagnostics,laboratories,clinics,babies,healthcare-providers,",Diagnostic Tools for Infectious Diseases,,,,,
https://finder.startupnationcentral.org/company_page/camdoc,CamDoc,"CamDoc provides an easy and convenient solution for scanning documents with a mobile device. The scan can be saved to the device as an image or PDF.
",ISRAEL,https://sites.google.com/view/camdoc/home,"scanning,artificial-intelligence,mobile-applications,machine-learning,",Software for Scanning High-quality Documents,,,,,
https://finder.startupnationcentral.org/company_page/play-ecommerce-solutions,Woohoo,"Woohoo uses gamification, machine learning, and artificial intelligence to increase user engagement, delivering personalization and custom audience creation. By adding gamification to pop-ups, Woohoo can help companies increase subscribers and boost sales.
Woohoo was developed by Play eCommerce Solutions.
",ISRAEL,https://getwoohoo.com/,"customer-engagement,marketing,gamification,conversion-rates,machine-learning,artificial-intelligence,sales,online-shopping,ecommerce,rewards,coupons,smb,",Gamification Pop-ups,,,,,
https://finder.startupnationcentral.org/company_page/greenroad,GreenRoad Technologies,"GreenRoad provides driver behavior and safety management solutions for commercial fleets. Used by more than 120,000 drivers in hundreds of fleets throughout the world, GreenRoad's products deliver a rapid return on investment based on a reduction of incidents, fuel consumption, carbon emissions, and maintenance and insurance expenses.
GreenRoad's solutions provide real-time driver coaching and alerts for more than 150 risky driving maneuvers of varying severity and its predictive driver and vehicle analytics.

",ISRAEL,http://www.greenroad.com,"connected-vehicles,gamification,management-solutions,road-safety,mobile-applications,iot-security,data-analytics,fleet-management,artificial-intelligence,safety,enterprise-solutions,business-intelligence,insurtech,smart-mobility,driver-safety,gas-utilities,oil-and-gas-companies,drivers,electric-utilities,insurance-companies,food-and-beverage,construction,public-utilities,",Driver Safety and Performance Management for Fleets,,,,,
https://finder.startupnationcentral.org/company_page/roomerang,Roomerang,"Roomerang gives travel professionals a single search to identify the most profitable hotel room they can book.
",ISRAEL,http://www.roomerang.travel,"pricing,traveltech,price-comparison,ecommerce,web-platform,booking,online-shopping,hotels,",Hotel Room Comparison Tool,,,,,
https://finder.startupnationcentral.org/company_page/mtr,MTR Wireless Communications,"MTR Wireless Communications provides water, gas, and electric utility smart grid technologies based on stand-alone and embedded two-way RF communication solutions. MTR develops technologies, production engineering, and marketing, with high-volume production carried out by subcontractors. The company is extending its reach to gas and electric power projects.
MTR has released the latest generation of its AMIPro technology, which offers smart metering solutions for total management of water, gas, and electricity consumption. AMIPro offers automated readings, errorless data, theft loss reduction, billing efficiency and cash flow improvement, online usage control, a multi-tariff structure, and a real-time data display for consumers.
",ISRAEL,http://mtr-wireless.com/,"remote-control,smart-city,industry-4.0,water-network-management,cleantech,wireless-communication,big-data-analytics,iot,energy-control-and-management,smart-grid,iot-platform,water,renewable-energy,energy,monitoring,water-management,municipalities,oil-and-gas-companies,water-utilities,electric-utilities,",Smart Grid Wireless Control Solutions,,,,,
https://finder.startupnationcentral.org/company_page/firstpoint-mobile-guard,FirstPoint Mobile Guard,"FirstPoint Mobile Guard develops cellular cybersecurity solutions for organizations. The company offers military-grade protection for high-threat groups and scenarios using a SIM or eSIM (e.g. mobile phones, IoT devices, gateways, Mi-Fi routers, etc.) without installing any software or special hardware on the device. FirstPoint detects, alerts, and protects, providing management per device and tools for deception.
FirstPoint offers protection against fake cell towers (IMSI catchers) and all cellular-based threats, including man-in-the-middle, location tracking, denial of service, malicious and binary SMS, malware data leakage, file-less attacks, and backdoors.
",ISRAEL,http://www.firstpoint-mg.com/,"cyber-security,mobile-security,byod,data-protection,homeland-security,privacy-protection,enterprise-security,mobile-devices,mobile-networks,telecommunication,iot,security,smart-mobility,water-utilities,defense,mobile-carriers,oil-and-gas-companies,government,banks,aerospace,automotive,electric-utilities,enterprises,financial-institutions,gas-utilities,law-enforcement,",Cellular Cybersecurity for Any Device,,,,,
https://finder.startupnationcentral.org/company_page/bazz,BAZZ,"BAZZ is a safe-driving connectivity platform that enables drivers to listen to and send text and voice messages while driving, with 100% hands-free operation. The company seeks to increase fleet efficiency and productivity while reducing a company's vicarious liability, accident risk, and insurance premiums.
BAZZ is developed by E.SOOF. The company holds a US patent for its user interface and proprietary algorithms. BAZZ has received grant support from the Israel Innovation Authority and won second place at the 2016 Asia Smartphone Apps Contest in Hong Kong.
",ISRAEL,http://www.bazz.co/en/,"saas,behavior-analytics,infotainment,monitoring,road-safety,user-experience,voice-control,enterprise-solutions,smart-mobility,personal-safety,driver-safety,telecommunication,management-solutions,safety,messaging,insurance-companies,mobile-carriers,service-providers,automotive,drivers,",Online Connectivity Platform for Safe Driving,,,,,
https://finder.startupnationcentral.org/company_page/darimpo,Darimpo,"Darimpo provides residents a quick way to report maintenance issues in their homes to their landlords or apartment managers. Users can report faults in less than a minute through text or photo and have someone assigned to take care of them immediately.
Apartment complexes and other housing organizations can subscribe to Darimpo, allowing them to distribute usage to their residents. By using Darimpo, landlords can increase maintenance reliability and accountability.
",ISRAEL,http://www.darimpo.com/,"reporting,productivity,apartments,smart-city,mobile-applications,real-estate,social-media,maintenance,collaboration,",Apartment Building Maintenance Platform,,,,,
https://finder.startupnationcentral.org/company_page/correlor-technologies,Correlor Data Science Intelligence,"Correlor Data Science Intelligence develops an end-to-end software data analytics platform for the Industrial Internet of Things (IIoT). The company's solution features a fast IIoT data-processing platform and proprietary machine-learning algorithms tailored to the IIoT.
",ISRAEL,http://www.correlor.com,"patent-pending,machine-learning,predictive-analytics,industry-4.0,saas,iot,machinery,big-data-analytics,artificial-intelligence,marketing,manufacturing-facilities,",Data Analytics for the Industrial Internet of Things,,,,,
https://finder.startupnationcentral.org/company_page/quality-by-vision,Quality by Vision,"Quality By Vision develops and manufactures quality and process control systems for the canning industry and its suppliers.
Quality By Vision introduced its fully automatic double-seam inspection system in 1993. Since then, it has operated out of three facilities and has multiple independent sales and service representatives around the world.
",ISRAEL,http://www.qbyv.com,"manufacturing,industry-4.0,packaging-and-containers,inspection-and-testing,visual-inspection,food-and-beverage,",Quality and Process Control Systems,,,,,
https://finder.startupnationcentral.org/company_page/vcm-software,VCM Software,"VCM Software provides front- and back-office software for the venture capital and private equity industries. Its applications cover almost every aspect of fund management, including fundraising, portfolio management, and investor relations. Its portfolio manager platform manages capitalization tables and liquidation preferences.
",ISRAEL,http://www.vcmsoftware.com/,"management-solutions,venture-capital,fintech,software-applications,back-office,investments,enterprise-solutions,portfolio-management,investors,",Software for Venture Capital Firms,,,,,
https://finder.startupnationcentral.org/company_page/cambium,Cambium,"Cambium is a software development company creating mobile applications in the fields of education, knowledge transfer, and business intelligence. The company provides services to start-ups, small businesses, and technology projects.
Cambium's ODTech is a mobile app that provides an education technology tool for teachers and students. The software enables teachers to create individual programs at different learning levels. ODTech comes with a friendly management system that allows users to update content and insert images, links, videos, map locations, and more.
Cambium also develops apps for cloud-based services, DevOps, business intelligence, and big data.
In response to the coronavirus pandemic, Cambium developed the CoviDefense application, a cloud-based system for employee health declaration and real-time health monitoring.
",ISRAEL,https://cambium.co.il/en/,"gamification,business-intelligence,navigation,coronavirus,software-development,knowledge-technology,edtech,cloud,e-learning,big-data-analytics,mobile-applications,interactive,enterprises,smb,",Mobile Education Apps,,,,,
https://finder.startupnationcentral.org/company_page/inka-robotics,Inka Robotics,"Inka Robotics is building a tattooing robot controlled by computer vision. The robot can tattoo any type of design, including complicated reproductions designed by different artists. Its extreme precision enables the robot to create tattoo designs that humans cannot.
Inka Robotics was named “Most Likely To Succeed” in the 2017 MassChallenge Finalists’ Choice Award.
",ISRAEL,http://www.inka-robotics.com,"motion-detection,3d-technology,software-applications,sensors,computer-vision,art,robotics,",Autonomous Tattooing Robot,,,,,
https://finder.startupnationcentral.org/company_page/green-eye,Greeneye Technology,"Greeneye Technology provides a sustainable crop-protection solution with the aim of meeting the globally growing demand for food while increasing profitability and productivity for farmers. Greeneye utilizes artificial intelligence and deep-learning technology to transition from the practice of broadcast and wasteful spraying of pesticides to precise spraying in real time.
The company's proprietary Selective Spraying System turns every sprayer into a smart machine, enabling farmers to spray only weeds and save on chemical costs. In addition, the Greeneye solution captures and analyzes sub-millimeter images from the field, providing farmers with deep insights into their crops.
",ISRAEL,https://greeneye.ag/,"smart-farming,artificial-intelligence,data-analytics,weeds,agtech,database,machine-learning,herbicides,deep-learning,machine-vision,plant-protection,drones,farmers,agriculture,",AI-based Pest Control Solution for Agriculture,,,,,
https://finder.startupnationcentral.org/company_page/cell-cure-neurosciences,Cell Cure Neurosciences,"Cell Cure Neurosciences is a biotechnology company developing cell therapies for retinal and neural degenerative diseases. The company's technology is based on human embryonic stem cells. Cell Cure is using these powerful stem cells to manufacture a particular cell type in the retina called the retinal pigment epithelial (RPE) cell.
Cell Cure's first product in development, OpRegen, contains hESC-derived RPE to treat age-related macular degeneration (AMD). OpRegen is being developed as a front-line therapy for the dry form of AMD, which affects approximately 90% of AMD patients. Cell Cure Neurosciences is currently conducting a phase-I/IIa clinical trial of OpRegen to treat the larger market of dry AMD, for which there is currently no FDA-approved therapeutic. The company has recently completed the construction of a cGMP manufacturing facility for the production of OpRegen and other cell therapy products.
Cell Cure is a fully owned subsidiary of California-based Lineage Cell Therapeutics, Inc. (formerly BioTime).
",ISRAEL,http://cellcureneurosciences.com,"neurology,degenerative-diseases,stem-cells,treatments,cell-therapy,ophthalmology,eye-diseases,regenerative-medicine,medical-technologies,biotechnology,cell-therapy,stem-cells,degenerative-diseases,",Cell Therapies for Neural Degenerative Diseases,,,,,
https://finder.startupnationcentral.org/company_page/inx,INX,"INX is developing a solution for trading in blockchain assets, with the goal of offering a fully licensed and regulated cryptocurrency, security token, and derivatives trading platform. Its first stage includes a platform for trading in digital currencies, developed by its subsidiary and made possible through its digital currency and maintenance of the real-time records of those holding it.
INX offers professional investment institutions a platform supervised by the regulator that includes the usual practices of supervised markets, such as maintaining liquid reserves and operational transparency. In the future, INX plans to create a platform for trading in derivatives such as options and futures.
In January 2018, INX announced its submission of a confidentially filed draft registration statement to the US Securities and Exchange Commission for an initial public offering of the INX Token. INX is registered in Gibraltar but was founded, operates, and is managed in Israel.
",ISRAEL,https://www.inx.co/,"tokenization,cryptocurrency,trading-and-investing,tokens,blockchain,fintech,trading,digital-assets,",Blockchain Trading Platform,,,,,
https://finder.startupnationcentral.org/company_page/listeninstanly,Listentantly,"Listentantly is an app that enables users to listen to preferred feeds of full-text news broadcasts using text-to-speech functionality.
",ISRAEL,,"text-to-speech,digital-media,infotainment,knowledge-technology,news,smart-mobility,mobile-applications,",Text-to-speech App for News,,,,,
https://finder.startupnationcentral.org/company_page/dorotree-technologies-ltd,DoroTree Technologies,"DoroTree Technologies provides software created to meet the needs of users researching Jewish genealogy. The company’s product includes features such as commemoration of the Holocaust, date conversion, bilingual reports, and Jewish lineage entry, as well as an easy-to-navigate interface.
",ISRAEL,http://www.dorotree.com/,"genealogy,family,web-platform,consumers,",Genealogy Software,,,,,
https://finder.startupnationcentral.org/company_page/upswift,Upswift,"Upswift's platform enables users to manage, control, and deploy over-the-air software updates to any Linux-based device.
",ISRAEL,https://www.upswift.io,"software-applications,saas,iot,linux,remote-control,ota,it,developers,",IoT Device Management Platform,,,,,
https://finder.startupnationcentral.org/company_page/egm,EGM,"EGM has developed a monitoring system that allows for rapid threat detection and reaction for electrical grids. EGM's Meta-Alert system provides thorough, real-time data about the grid. It enables utilities to look deep inside their transmission and distribution networks on an ongoing basis and manage their grid more effectively.
The company's MSU sensors can help resolve problems on virtually any line segment. EGM's software provides predictive failure and pattern analysis to ensure that system alerts are accurate.
The system can detect events such as physical disturbances, vibrations, corona discharges, copper theft attempts, and tree incursions. It also provides detailed information on current flow and phases, enabling real-time monitoring of actual line conditions by providing the grid operator with the information needed to balance current flows along multiple paths.
The company is participating in the Shell accelerator funded by the US Department of Energy's National Renewable Energy Laboratory. The system has been tested in Israel and on China's second-largest grid.
",ISRAEL,http://egm.net/,"software-applications,predictive-analytics,sensors,big-data-analytics,grid-monitoring,maintenance,industry-4.0,monitoring,smart-grid,electricity,energy-saving,iot,elecrical-grid-maintanance,energytech,electric-utilities,",Electrical Grid Monitoring System Developer,,,,,
https://finder.startupnationcentral.org/company_page/cleversense-medical,CleverSense Medical,"CleverSense Medical specializes in solutions for orthopedic bone-drilling procedures. The company is the developer of OrthoClever, a patented surgical drilling system and technology that has been granted international trademark and IP protection.
The OrthoClever surgical system offers enhanced outcomes for orthopedic patients and surgeons. OrthoClever enables superior precision and control, resulting in reduced tissue damage and trauma. The system also allows operations to be performed quickly, encouraging fast patient recovery and post-surgical healing.
",ISRAEL,http://www.clsmedical.com,"monitoring,non-invasive,orthopedics,diagnostics,surgery,medical-equipment,medical-technologies,medical-devices,",Smart Sensing Technology for Orthopedic Drilling Procedures,,,,,
https://finder.startupnationcentral.org/company_page/cinedit,1702ai,"1702ai is a real-time threat-detection surveillance video platform, agnostic to cameras and video management software. The technology is powered by artificial intelligence and machine-learning modules.
",ISRAEL,https://www.1702ai.com/home,"security-camera,smart-city,computer-vision,iot,enterprise-solutions,threat-detection,software-applications,security,cctv,artificial-intelligence,big-data-analytics,video,homeland-security,machine-learning,",Real-time Weapon Detection for Security Cameras,,,,,
https://finder.startupnationcentral.org/company_page/skyparking,Skyparking,"Skyparking offers a solution that enables elevated parking for up to four vehicles at once. The company’s solution is easy to deploy and integrates with an app that can direct users to the nearest available parking space, save a parking space in advance, and provide fast payment methods.
Skyparking’s solution is designed to benefit both end users (e.g. car owners) and buyers (e.g. cities, parking garages, airports, etc.). The solution helps users save time and immediately locate a parking spot, and it enables buyers to optimize parking space, minimize air pollution, and increase revenue, all while offering their users maximum comfort.
",ISRAEL,https://www.skyparking.org,"parking,transportation,smart-city,mobile-applications,",Smart Parking Solution,,,,,
https://finder.startupnationcentral.org/company_page/infiapps,Joyvoo,"Joyvoo is a mobile gaming company whose games combine imaginative content with the latest technology, graphics, and sound to help transport players to a world of fun.
The company is committed to providing exceptional, personalized customer service, because Joyvoo believes that a player’s gaming experience extends beyond the game.
",ISRAEL,https://joyvoo.com/,"social-media,games,gambling,game-development,user-experience,mobile-games,entertainment,mobile-applications,gamers,",Mobile Game Developer,,,,,
https://finder.startupnationcentral.org/company_page/icecure-medical,IceCure Medical,"IceCure Medical develops and markets minimally invasive cryoablation therapies for women's health and the general oncology market. The company's proprietary IceSense3 and ProSense systems provide minimally invasive, in-office definitive treatment for symptomatic tumors in various organs.
The procedure is done under ultrasound or CT imaging to guide a small probe (thin hollow needle) into the tumor. The system then uses extremely cold temperatures to ablate the targeted tumor in situ. The cryoablation procedure is a safe and effective treatment option that can be performed quickly in a doctor's office.
IceCure has FDA and CE approval for broad benign and malignant indications. The company's ProSense is available in the United States, Europe, Hong Kong, Thailand, Singapore, Central America, and South America. The company is also undergoing the regulatory process in China with the CFDA as well as other Asian and South American countries. It is currently participating in several clinical studies for the treatment of lung, kidney, and breast cancer (under clinical studies in the United States and Japan).
In January 2020, it was cleared by the FDA to use its tumor-freezing technology on additional types of cancers (it was already cleared for use on breast cancer patients).
",ISRAEL,http://www.icecure-medical.com/,"surgery,kidney,ultrasound,treatments,guidance-systems,oncology,biopsy,women-health,medical-devices,minimally-invasive,radiology,cancer-therapy,lungs,cancer,hospitals,clinics,women,healthcare-providers,surgeons,",Cryotherapy Solutions,,,,,
https://finder.startupnationcentral.org/company_page/allinpack-solutions,AllinPack Solutions,"All in Pack Solutions specializes in ASP.NET, PHP, and HTML5 development. The company facilitates rapid deployment of interactive solutions including programming, eCommerce, and advanced web and graphic design. All in Pack’s services also include development of advanced web solutions and enterprise web applications based on ASP.NET framework technology.
",ISRAEL,http://aip.co.il/,"enterprise-solutions,connectivity,software-applications,ecommerce,sensors,m2m,software-applications,cloud,iot,",Interactive Web Solutions for Enterprises,,,,,
https://finder.startupnationcentral.org/company_page/ipgallery,IPgallery,"IPgallery delivers holistic, modular, integrative, IoT-based, value-added services and solutions for CSPs, enterprises, governments, and cities. IPgallery's solutions include systems for resiliency, safe and smart cities, transportation, air and water quality, flood monitoring, public safety, homeland security, traffic management, parking, connected cars in intelligent urban environments, and pedestrian safety.
The company's technology uses an architecture that combines emerging technologies such as citybots, deep learning, AI, mapping technologies, mission-critical logic systems, social media, data intelligence, big data analytics, predictive technologies, new cloud topology, blockchain, gateways, wearable and environmental sensors, smart street poles, video surveillance, digital signage, and mobile voice, chat/IM, and video-converged communications capabilities.
IPgallery leverages these emerging technologies with existing ones to help cities meet daily, expected or unexpected, and emergency undertakings, by allowing all involved citizens, authorities, and agencies to perform efficiently and collaboratively.
IPGallery's near-real-time public health & safety solution enables the proactivity of authorities to be ahead of epidemics such as the CoronaVirus rather than reactively ""run after"" its impact. The company aims to eliminate the virus ASAP, mitigate casualties, decrease the number of new infected while minimizing socio-economic impact. The solution capabilities include features as visualization of a situation in near real-time with additional layers of information, detection in real-time of a new outbreak of the virus, its location, affected area and spread pace, and more.
",ISRAEL,http://www.ipgallery.com,"homeland-security,shared-mobility,smart-city,big-data,transportation,artificial-intelligence,big-data-analytics,telecommunication,cloud,oem,location-based,parking,smart-mobility,predictive-analytics,iot,mobile-applications,healthcare,monetization,connected-vehicles,coronavirus,traffic,mobile-carriers,municipalities,automotive,enterprises,service-providers,",Holistic Smart City Services,,,,,
https://finder.startupnationcentral.org/company_page/syndromex,SyndromeX,"SyndromeX is a pharmaceutical company that develops drugs for metabolic syndrome and related diseases such as dyslipidemia, type-2 diabetes, obesity, hypertension, and atherosclerotic cardiovascular disease. In an effort to keep metabolic syndrome patients from having to take five to eight different drugs, SyndromeX aims to develop an all-in-one therapy for the disorder and its component diseases.
",ISRAEL,http://www.syndromexpharma.com,"metabolic-disease,blood-pressure,pharmaceuticals,diabetes,cardiovascular,cardiology,obesity,molecular-drug-design,metabolic-syndrome,new-therapy,",Drugs for Metabolic Syndrome,,,,,
https://finder.startupnationcentral.org/company_page/koala-apps,FamilyKeeper,"FamilyKeeper offers parents an AI-powered child protection program that studies the child's smartphone activity and behavior to detect patterns of inappropriate activities and alerts parents accordingly.
FamilyKeeper alerts parents in real time whenever their child faces online threats and age-inappropriate content trough various social media platforms including Facebook, WhatsApp, Snapchat, and Instagram.
FamilyKeeper was developed by Yankel-Tech.
",ISRAEL,http://www.familykeeper.co/,"location-based,artificial-intelligence,parental-control,image-processing,behavior-analytics,mobile-security,monitoring,voice-recognition,safety,kids-safety,mobile-applications,encryption,children-online-protection,parents,children,",Protecting Children from Online Threats,,,,,
https://finder.startupnationcentral.org/company_page/prisma-photonics,Prisma Photonics,"Prisma Photonics has developed a sensing system for monitoring physical infrastructure such as highways, railroads, borders, pipelines, power lines, bridges, and networks. Prisma Photonics' platform provides a new approach to fiber-optic sensing, enabling ultra-sensitive detection and intelligent learning unit targeting.
The PrismaSense platform provides a rich target classification, is capable of utilizing the optical installment base, and does not create high false-alarm rates. The technology can be used for monitoring and control of highways and railroads, borders and cyber-security circles, pipeline leakage, optical networks, and any other kind of infrastructure.
Prisma Photonics received the 2018 Gold Innovators Award from Laser Focus World.
",ISRAEL,https://www.prismaphotonics.com/,"motion-control,perimeter-security,safety,scada,monitoring,electro-optics,energytech,optronics,photonics,optical-sensor,remote-sensing,infrastructure-management,grid-monitoring,detection,sensors,construction,",Transforming Physical Infrastructure into Smart Networking,,,,,
https://finder.startupnationcentral.org/company_page/tailormed,Aidoc,"Aidoc is developing a single-screen system for radiologists and other physicians. Aidoc draws from multiple data sources in order to offer a more holistic view of the patient and typically results in a faster, more accurate diagnosis. Aidoc's single-screen solution leverages a combination of several technologies including deep learning, computer vision, medical big data, and natural language processing.
In May 2020 FDA has permitted use of Aidoc's AI algorithms to detect and prioritize incidental CT findings associated with COVID-19.
",ISRAEL,http://aidoc.com/,"video,brain,natural-language-processing,digital-healthcare,computer-vision,deep-learning,imaging,software-applications,coronavirus,medical-technologies,image-processing,diagnostics,decision-making,neurology,optronics,machine-learning,artificial-intelligence,health-information,radiology,decision-support,hospitals,emerging-markets,doctors,",Radiology on a Single Screen,,,,,
https://finder.startupnationcentral.org/company_page/kafrit-industries-1993,Kafrit Industries,"Kafrit Industries specializes in a variety of technologies for creating and using plastics. The company offers sheets, films, fibers, and polycarbonates with cap layers of various concentrations, additives, resins, and shades.
Kafrit’s products include additives for slip; foaming agents for weight reduction, better acoustics, and insulation; antistatic masterbatches; processing aids for machinery; antiblock; solid and liquid additives for coloring; flame-retardant masterbatches and compounds; even-light diffusion for greenhouses; infrared additives for greenhouses; and UV additives for absorption and stabilization.
",ISRAEL,http://www.kafrit.com,"plastics,packaging-and-containers,biodegradable,eco-friendly,polymers,fibers,foams,insulation,nanotechnology,construction,agriculture,",Masterbatches and Compounds for Plastics,,,,,
https://finder.startupnationcentral.org/company_page/tlt-board,TLT Board,"TLT Board offers an all-terrain motorized board that provides the sensation of surfing on land. Created for high-speed and off-road action, the TLT Board can traverse a variety of surfaces, from sand to sidewalks.
Weighing only 17 kg, the boards are equipped with a 750 W battery motor that can accelerate up to 35KMH in 10 seconds. The TLT Board is designed to be easy to maneuver for people of almost any height. Steering is accomplished by manipulating a single-grip handlebar and by simply leaning.
The TLT Board can also be used for everyday transportation for short distances. Only one meter long, 50 cm wide and 35 cm tall, it is designed to fit in any trunk, closet, or subway car.
",ISRAEL,http://www.tltboard.com,"smart-mobility,electric-vehicles,transportation,",All-terrain Motorized Surfboard,,,,,
